geneId	seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	gene_name	gene_type
ENSMUSG00000100594.1	chr1	151726189	151726214	26	*	chr1:151726188-151726214	0	-	Distal Intergenic	1	151748949	151755018	6070	2	ENSMUST00000186444.1	28804	2810414N06Rik	lincRNA
ENSMUSG00000084557.1	chr1	151850159	151850179	21	*	chr1:151850158-151850179	0	-	Distal Intergenic	1	151854823	151854955	133	2	ENSMUST00000122608.1	4776	Gm25279	snRNA
ENSMUSG00000032666.16	chr1	152089614	152089646	33	*	chr1:152089613-152089646	0	+	Promoter (<=1kb)	1	151884524	152090125	205602	2	ENSMUST00000044581.13	479	1700025G04Rik	protein_coding
ENSMUSG00000032666.16	chr1	152089880	152089904	25	*	chr1:152089879-152089904	0	-	Promoter (<=1kb)	1	151884524	152090125	205602	2	ENSMUST00000044581.13	221	1700025G04Rik	protein_coding
ENSMUSG00000032666.16	chr1	152090242	152090265	24	*	chr1:152090241-152090265	0	+	Promoter (<=1kb)	1	151884524	152090125	205602	2	ENSMUST00000044581.13	-117	1700025G04Rik	protein_coding
ENSMUSG00000032666.16	chr1	152090345	152090379	35	*	chr1:152090344-152090379	0	-	Promoter (<=1kb)	1	151884524	152090125	205602	2	ENSMUST00000044581.13	-220	1700025G04Rik	protein_coding
ENSMUSG00000032666.16	chr1	152090441	152090489	49	*	chr1:152090440-152090489	0	+	Promoter (<=1kb)	1	151884524	152090125	205602	2	ENSMUST00000044581.13	-316	1700025G04Rik	protein_coding
ENSMUSG00000102090.1	chr1	152205733	152205775	43	*	chr1:152205732-152205775	0	-	Distal Intergenic	1	152128585	152129389	805	1	ENSMUST00000165944.2	77148	Gm8964	processed_pseudogene
ENSMUSG00000103744.1	chr1	152306975	152306998	24	*	chr1:152306974-152306998	0	-	Distal Intergenic	1	152292183	152292528	346	2	ENSMUST00000194334.1	-14447	Gm38238	TEC
ENSMUSG00000032649.14	chr1	152400404	152400440	37	*	chr1:152400403-152400440	0	+	Promoter (<=1kb)	1	152399830	152510695	110866	1	ENSMUST00000044311.8	574	Colgalt2	protein_coding
ENSMUSG00000042751.14	chr1	152955417	152955450	34	*	chr1:152955416-152955450	0	+	Promoter (<=1kb)	1	152954998	153119261	164264	1	ENSMUST00000043313.14	419	Nmnat2	protein_coding
ENSMUSG00000042751.14	chr1	152955521	152955541	21	*	chr1:152955520-152955541	0	+	Promoter (<=1kb)	1	152954998	153119261	164264	1	ENSMUST00000043313.14	523	Nmnat2	protein_coding
ENSMUSG00000099969.1	chr1	153090403	153090453	51	*	chr1:153090402-153090453	0	-	Promoter (<=1kb)	1	153066481	153089507	23027	2	ENSMUST00000190117.1	-896	Gm28960	antisense
ENSMUSG00000026479.13	chr1	153186318	153186339	22	*	chr1:153186317-153186339	0	-	Promoter (<=1kb)	1	153122756	153186447	63692	2	ENSMUST00000027753.12	108	Lamc2	protein_coding
ENSMUSG00000042671.12	chr1	153653080	153653116	37	*	chr1:153653079-153653116	0	-	Promoter (<=1kb)	1	153653025	153700323	47299	1	ENSMUST00000041776.11	55	Rgs8	protein_coding
ENSMUSG00000100334.1	chr1	153733711	153733738	28	*	chr1:153733710-153733738	0	-	Intron (ENSMUST00000190663.1/ENSMUSG00000100334.1, intron 1 of 2)	1	153721240	153737829	16590	2	ENSMUST00000190663.1	4091	C230024C17Rik	lincRNA
ENSMUSG00000066800.11	chr1	153769376	153769418	43	*	chr1:153769375-153769418	0	+	Distal Intergenic	1	153752852	153764221	11370	1	ENSMUST00000182538.2	16524	Rnasel	protein_coding
ENSMUSG00000100627.6	chr1	154110041	154110065	25	*	chr1:154110040-154110065	0	+	Intron (ENSMUST00000190485.1/ENSMUSG00000100627.6, intron 2 of 3)	1	154048109	154117951	69843	2	ENSMUST00000190485.1	7886	A830008E24Rik	lincRNA
ENSMUSG00000100221.6	chr1	154238225	154238247	23	*	chr1:154238224-154238247	0	-	Distal Intergenic	1	154255689	154270416	14728	1	ENSMUST00000187189.6	-17442	4930532M18Rik	lincRNA
ENSMUSG00000100031.1	chr1	154334921	154334971	51	*	chr1:154334920-154334971	0	+	Distal Intergenic	1	154323056	154323608	553	2	ENSMUST00000185981.1	-11313	Gm18727	processed_pseudogene
ENSMUSG00000100031.1	chr1	154354584	154354604	21	*	chr1:154354583-154354604	0	-	Distal Intergenic	1	154323056	154323608	553	2	ENSMUST00000185981.1	-30976	Gm18727	processed_pseudogene
ENSMUSG00000100031.1	chr1	154508857	154508883	27	*	chr1:154508856-154508883	0	+	Intron (ENSMUST00000187541.6/ENSMUSG00000004110.17, intron 7 of 46)	1	154323056	154323608	553	2	ENSMUST00000185981.1	-185249	Gm18727	processed_pseudogene
ENSMUSG00000004110.17	chr1	154598215	154598241	27	*	chr1:154598214-154598241	0	-	Intron (ENSMUST00000187541.6/ENSMUSG00000004110.17, intron 6 of 46)	1	154392519	154725920	333402	2	ENSMUST00000004214.14	127679	Cacna1e	protein_coding
ENSMUSG00000004110.17	chr1	154799212	154799232	21	*	chr1:154799211-154799232	0	-	Intron (ENSMUST00000211821.1/ENSMUSG00000004110.17, intron 1 of 46)	1	154398393	154864067	465675	2	ENSMUST00000211821.1	64835	Cacna1e	protein_coding
ENSMUSG00000004110.17	chr1	154799407	154799424	18	*	chr1:154799406-154799424	0	-	Intron (ENSMUST00000211821.1/ENSMUSG00000004110.17, intron 1 of 46)	1	154398393	154864067	465675	2	ENSMUST00000211821.1	64643	Cacna1e	protein_coding
ENSMUSG00000004110.17	chr1	154799623	154799642	20	*	chr1:154799622-154799642	0	+	Intron (ENSMUST00000211821.1/ENSMUSG00000004110.17, intron 1 of 46)	1	154398393	154864067	465675	2	ENSMUST00000211821.1	64425	Cacna1e	protein_coding
ENSMUSG00000101433.1	chr1	154962601	154962639	39	*	chr1:154962600-154962639	0	+	Distal Intergenic	1	155031739	155031949	211	1	ENSMUST00000191584.1	-69100	Gm29441	processed_pseudogene
ENSMUSG00000101433.1	chr1	154966034	154966068	35	*	chr1:154966033-154966068	0	-	Distal Intergenic	1	155031739	155031949	211	1	ENSMUST00000191584.1	-65671	Gm29441	processed_pseudogene
ENSMUSG00000033722.9	chr1	155244140	155244166	27	*	chr1:155244139-155244166	0	-	Promoter (<=1kb)	1	155212471	155244444	31974	2	ENSMUST00000186156.6	278	BC034090	protein_coding
ENSMUSG00000033722.9	chr1	155244577	155244605	29	*	chr1:155244576-155244605	0	-	Promoter (<=1kb)	1	155212471	155244444	31974	2	ENSMUST00000186156.6	-133	BC034090	protein_coding
ENSMUSG00000093286.1	chr1	155360857	155360884	28	*	chr1:155360856-155360884	0	-	Intron (ENSMUST00000027741.11/ENSMUSG00000026469.14, intron 2 of 14)	1	155315966	155316089	124	1	ENSMUST00000175545.1	44891	Gm22569	miRNA
ENSMUSG00000026469.14	chr1	155416911	155416935	25	*	chr1:155416910-155416935	0	-	Promoter (<=1kb)	1	155275701	155417329	141629	2	ENSMUST00000027741.11	394	Xpr1	protein_coding
ENSMUSG00000026468.14	chr1	155737509	155737532	24	*	chr1:155737508-155737532	0	-	Intron (ENSMUST00000027740.13/ENSMUSG00000026468.14, intron 1 of 5)	1	155698031	155742027	43997	2	ENSMUST00000027740.13	4495	Lhx4	protein_coding
ENSMUSG00000026468.14	chr1	155737891	155737916	26	*	chr1:155737890-155737916	0	-	Intron (ENSMUST00000027740.13/ENSMUSG00000026468.14, intron 1 of 5)	1	155698031	155742027	43997	2	ENSMUST00000027740.13	4111	Lhx4	protein_coding
ENSMUSG00000026468.14	chr1	155742150	155742195	46	*	chr1:155742149-155742195	0	-	Promoter (<=1kb)	1	155698031	155742027	43997	2	ENSMUST00000027740.13	-123	Lhx4	protein_coding
ENSMUSG00000026468.14	chr1	155742997	155743024	28	*	chr1:155742996-155743024	0	-	Promoter (<=1kb)	1	155698031	155742027	43997	2	ENSMUST00000027740.13	-970	Lhx4	protein_coding
ENSMUSG00000102837.1	chr1	155918068	155918103	36	*	chr1:155918067-155918103	0	-	Intron (ENSMUST00000138762.7/ENSMUSG00000033671.18, intron 15 of 37)	1	155881802	155882546	745	2	ENSMUST00000191750.1	-35522	Gm37383	TEC
ENSMUSG00000050565.16	chr1	156079313	156079337	25	*	chr1:156079312-156079337	0	+	Intron (ENSMUST00000015628.3/ENSMUSG00000015484.3, intron 4 of 4)	1	156040917	156053736	12820	1	ENSMUST00000097526.2	38396	Tor1aip2	protein_coding
ENSMUSG00000060985.15	chr1	156303646	156303670	25	*	chr1:156303645-156303670	0	-	Promoter (<=1kb)	1	156255296	156303664	48369	2	ENSMUST00000121146.9	0	Tdrd5	protein_coding
ENSMUSG00000060985.15	chr1	156303737	156303757	21	*	chr1:156303736-156303757	0	-	Promoter (<=1kb)	1	156255296	156303664	48369	2	ENSMUST00000121146.9	-73	Tdrd5	protein_coding
ENSMUSG00000078193.2	chr1	156353916	156353942	27	*	chr1:156353915-156353942	0	+	Intron (ENSMUST00000178036.7/ENSMUSG00000026601.14, intron 17 of 24)	1	156366040	156366484	445	1	ENSMUST00000102782.3	-12098	Gm2000	protein_coding
ENSMUSG00000033557.17	chr1	156750192	156750229	38	*	chr1:156750191-156750229	0	+	Distal Intergenic	1	156678571	156719086	40516	2	ENSMUST00000086153.7	-31106	Fam20b	protein_coding
ENSMUSG00000026592.13	chr1	157084886	157084925	40	*	chr1:157084885-157084925	0	+	Distal Intergenic	1	157099313	157108388	9076	2	ENSMUST00000119526.1	23463	Tex35	protein_coding
ENSMUSG00000026592.13	chr1	157113333	157113369	37	*	chr1:157113332-157113369	0	-	Distal Intergenic	1	157099154	157108680	9527	2	ENSMUST00000121911.7	-4653	Tex35	protein_coding
ENSMUSG00000102391.1	chr1	157356635	157356655	21	*	chr1:157356634-157356655	0	+	Promoter (<=1kb)	1	157354474	157355650	1177	2	ENSMUST00000192256.1	-985	Gm37578	TEC
ENSMUSG00000070565.11	chr1	157412109	157412134	26	*	chr1:157412108-157412134	0	+	Promoter (<=1kb)	1	157140534	157411934	271401	2	ENSMUST00000132699.7	-175	Rasal2	protein_coding
ENSMUSG00000049881.13	chr1	157412221	157412250	30	*	chr1:157412220-157412250	0	-	Promoter (<=1kb)	1	157412352	157420236	7885	1	ENSMUST00000061537.11	-102	2810025M15Rik	transcribed_processed_pseudogene
ENSMUSG00000102789.1	chr1	157982999	157983045	47	*	chr1:157982998-157983045	0	+	Intron (ENSMUST00000192097.1/ENSMUSG00000102789.1, intron 2 of 3)	1	157940385	158141318	200934	1	ENSMUST00000192097.1	42614	Gm38256	TEC
ENSMUSG00000026587.15	chr1	158362468	158362503	36	*	chr1:158362467-158362503	0	-	Promoter (<=1kb)	1	158362537	158610171	247635	1	ENSMUST00000194369.5	-34	Astn1	protein_coding
ENSMUSG00000040782.12	chr1	159226609	159226638	30	*	chr1:159226608-159226638	0	-	Distal Intergenic	1	159232326	159347640	115315	1	ENSMUST00000076894.10	-5688	Cop1	protein_coding
ENSMUSG00000103186.1	chr1	159315469	159315516	48	*	chr1:159315468-159315516	0	-	Intron (ENSMUST00000076894.10/ENSMUSG00000040782.12, intron 14 of 19)	1	159337414	159337819	406	2	ENSMUST00000193887.1	22303	Gm37088	TEC
ENSMUSG00000103389.1	chr1	159474236	159474256	21	*	chr1:159474235-159474256	0	-	Distal Intergenic	1	159428960	159429169	210	1	ENSMUST00000193072.1	45276	Gm37757	processed_pseudogene
ENSMUSG00000103719.1	chr1	159899496	159899543	48	*	chr1:159899495-159899543	0	+	Intron (ENSMUST00000192069.5/ENSMUSG00000015829.13, intron 18 of 22)	1	159928390	159931726	3337	2	ENSMUST00000195328.1	32183	Gm38039	antisense
ENSMUSG00000026729.9	chr1	160083470	160083494	25	*	chr1:160083469-160083494	0	-	Distal Intergenic	1	160074735	160077918	3184	2	ENSMUST00000028061.8	-5552	4930562F07Rik	lincRNA
ENSMUSG00000026729.9	chr1	160083712	160083735	24	*	chr1:160083711-160083735	0	-	Distal Intergenic	1	160074735	160077918	3184	2	ENSMUST00000028061.8	-5794	4930562F07Rik	lincRNA
ENSMUSG00000044835.15	chr1	161142748	161142772	25	*	chr1:161142747-161142772	0	+	Promoter (<=1kb)	1	161142767	161164191	21425	1	ENSMUST00000052245.8	0	Ankrd45	protein_coding
ENSMUSG00000102817.2	chr1	161170653	161170677	25	*	chr1:161170652-161170677	0	-	Downstream (<=300bp)	1	161176936	161235170	58235	1	ENSMUST00000193379.1	-6259	Gm6185	transcribed_unprocessed_pseudogene
ENSMUSG00000104163.1	chr1	161316687	161316722	36	*	chr1:161316686-161316722	0	-	Distal Intergenic	1	161297818	161299014	1197	2	ENSMUST00000194329.1	-17673	Gm19057	processed_pseudogene
ENSMUSG00000026700.4	chr1	161427774	161427799	26	*	chr1:161427773-161427799	0	-	Distal Intergenic	1	161395409	161418410	23002	1	ENSMUST00000028024.4	32365	Tnfsf4	protein_coding
ENSMUSG00000026700.4	chr1	161427809	161427825	17	*	chr1:161427808-161427825	0	-	Distal Intergenic	1	161395409	161418410	23002	1	ENSMUST00000028024.4	32400	Tnfsf4	protein_coding
ENSMUSG00000000817.10	chr1	161770535	161770558	24	*	chr1:161770534-161770558	0	+	Distal Intergenic	1	161781422	161788358	6937	2	ENSMUST00000193648.1	17800	Fasl	protein_coding
ENSMUSG00000102994.1	chr1	162060102	162060151	50	*	chr1:162060101-162060151	0	-	Intron (ENSMUST00000159763.7/ENSMUSG00000040265.16, intron 5 of 8)	1	162086635	162088468	1834	2	ENSMUST00000193239.1	28317	Gm37767	TEC
ENSMUSG00000091743.2	chr1	162616525	162616549	25	*	chr1:162616524-162616549	0	+	Distal Intergenic	1	162628357	162629067	711	2	ENSMUST00000066241.6	12518	Gm5705	processed_pseudogene
ENSMUSG00000026586.16	chr1	163312641	163312671	31	*	chr1:163312640-163312671	0	-	Promoter (<=1kb)	1	163252866	163313668	60803	2	ENSMUST00000174397.2	997	Prrx1	protein_coding
ENSMUSG00000040124.5	chr1	163460713	163460779	67	*	chr1:163460712-163460779	0	+	Distal Intergenic	1	163384908	163403669	18762	2	ENSMUST00000045138.5	-57044	Gorab	protein_coding
ENSMUSG00000040124.5	chr1	163500282	163500299	18	*	chr1:163500281-163500299	0	+	Distal Intergenic	1	163384908	163403669	18762	2	ENSMUST00000045138.5	-96613	Gorab	protein_coding
ENSMUSG00000089700.1	chr1	163738447	163738478	32	*	chr1:163738446-163738478	0	+	Distal Intergenic	1	163729569	163730610	1042	1	ENSMUST00000161177.1	8878	Gm2343	processed_pseudogene
ENSMUSG00000086593.2	chr1	164152181	164152199	19	*	chr1:164152180-164152199	0	+	Promoter (<=1kb)	1	164148591	164152217	3627	2	ENSMUST00000133341.2	18	Gm16548	lincRNA
ENSMUSG00000026576.12	chr1	164457640	164457667	28	*	chr1:164457639-164457667	0	-	Promoter (<=1kb)	1	164437109	164458355	21247	2	ENSMUST00000027863.12	688	Atp1b1	protein_coding
ENSMUSG00000026576.12	chr1	164458060	164458107	48	*	chr1:164458059-164458107	0	+	Promoter (<=1kb)	1	164437109	164458355	21247	2	ENSMUST00000027863.12	248	Atp1b1	protein_coding
ENSMUSG00000102897.1	chr1	164699856	164699897	42	*	chr1:164699855-164699897	0	+	Promoter (1-2kb)	1	164640953	164698233	57281	2	ENSMUST00000195748.1	-1623	Gm37853	lincRNA
ENSMUSG00000026574.5	chr1	164775532	164775579	48	*	chr1:164775531-164775579	0	+	Distal Intergenic	1	164796644	164824266	27623	1	ENSMUST00000027861.5	-21065	Dpt	protein_coding
ENSMUSG00000104117.5	chr1	164851287	164851334	48	*	chr1:164851286-164851334	0	-	Intron (ENSMUST00000193955.1/ENSMUSG00000103659.1, intron 1 of 2)	1	164863133	164871438	8306	1	ENSMUST00000191735.5	-11799	Gm20743	processed_transcript
ENSMUSG00000103659.1	chr1	164899038	164899062	25	*	chr1:164899037-164899062	0	-	Promoter (<=1kb)	1	164804095	164899591	95497	2	ENSMUST00000193955.1	529	Gm32569	antisense
ENSMUSG00000102408.1	chr1	165103940	165103967	28	*	chr1:165103939-165103967	0	+	Distal Intergenic	1	165066617	165091928	25312	2	ENSMUST00000195635.1	-12012	4930568G15Rik	lincRNA
ENSMUSG00000040836.15	chr1	165281806	165281850	45	*	chr1:165281805-165281850	0	+	Distal Intergenic	1	165295789	165321797	26009	1	ENSMUST00000178700.7	-13939	Gpr161	protein_coding
ENSMUSG00000040836.15	chr1	165282102	165282124	23	*	chr1:165282101-165282124	0	+	Distal Intergenic	1	165295789	165321797	26009	1	ENSMUST00000178700.7	-13665	Gpr161	protein_coding
ENSMUSG00000040836.15	chr1	165282180	165282217	38	*	chr1:165282179-165282217	0	-	Distal Intergenic	1	165295789	165321797	26009	1	ENSMUST00000178700.7	-13572	Gpr161	protein_coding
ENSMUSG00000026566.15	chr1	165630152	165630173	22	*	chr1:165630151-165630173	0	+	Intron (ENSMUST00000068705.12/ENSMUSG00000026566.15, intron 1 of 4)	1	165593413	165634513	41101	2	ENSMUST00000194437.5	4340	Mpzl1	protein_coding
ENSMUSG00000026566.15	chr1	165634042	165634069	28	*	chr1:165634041-165634069	0	+	Promoter (<=1kb)	1	165593413	165634513	41101	2	ENSMUST00000194437.5	444	Mpzl1	protein_coding
ENSMUSG00000026566.15	chr1	165634102	165634134	33	*	chr1:165634101-165634134	0	-	Promoter (<=1kb)	1	165593413	165634513	41101	2	ENSMUST00000194437.5	379	Mpzl1	protein_coding
ENSMUSG00000102363.1	chr1	165841033	165841056	24	*	chr1:165841032-165841056	0	+	Intron (ENSMUST00000161971.7/ENSMUSG00000005763.15, intron 1 of 7)	1	165844047	165844608	562	2	ENSMUST00000192693.1	3552	Gm32999	TEC
ENSMUSG00000102484.1	chr1	166069024	166069054	31	*	chr1:166069023-166069054	0	-	Distal Intergenic	1	166092415	166092575	161	1	ENSMUST00000191624.1	-23361	Gm37923	lincRNA
ENSMUSG00000040629.8	chr1	166238493	166238524	32	*	chr1:166238492-166238524	0	-	Promoter (<=1kb)	1	166201385	166238744	37360	2	ENSMUST00000038782.3	220	Mael	protein_coding
ENSMUSG00000040629.8	chr1	166238869	166238890	22	*	chr1:166238868-166238890	0	+	Promoter (<=1kb)	1	166201201	166238747	37547	2	ENSMUST00000194057.5	-122	Mael	protein_coding
ENSMUSG00000091393.1	chr1	166309574	166309602	29	*	chr1:166309573-166309602	0	+	Promoter (<=1kb)	1	166306741	166309585	2845	2	ENSMUST00000168347.1	0	5330438I03Rik	antisense
ENSMUSG00000086056.1	chr1	166528443	166528491	49	*	chr1:166528442-166528491	0	-	Distal Intergenic	1	166483613	166497588	13976	2	ENSMUST00000143922.1	-30855	Gm4846	protein_coding
ENSMUSG00000096172.1	chr1	166569109	166569140	32	*	chr1:166569108-166569140	0	+	Distal Intergenic	1	166620362	166620482	121	1	ENSMUST00000179496.1	-51222	Gm22992	miRNA
ENSMUSG00000103073.1	chr1	166872075	166872101	27	*	chr1:166872074-166872101	0	+	Distal Intergenic	1	166798528	166798839	312	2	ENSMUST00000195591.1	-73236	Gm37904	processed_pseudogene
ENSMUSG00000060568.14	chr1	167001343	167001363	21	*	chr1:167001342-167001363	0	+	Promoter (<=1kb)	1	167001417	167091302	89886	1	ENSMUST00000165874.7	-54	Fam78b	protein_coding
ENSMUSG00000102870.1	chr1	167144855	167144890	36	*	chr1:167144854-167144890	0	+	Distal Intergenic	1	167141155	167141822	668	1	ENSMUST00000192761.1	3700	Gm17868	unprocessed_pseudogene
ENSMUSG00000103333.1	chr1	167191045	167191066	22	*	chr1:167191044-167191066	0	-	Distal Intergenic	1	167185980	167186388	409	2	ENSMUST00000192124.1	-4657	Gm37994	processed_pseudogene
ENSMUSG00000103333.1	chr1	167208019	167208034	16	*	chr1:167208018-167208034	0	+	Distal Intergenic	1	167185980	167186388	409	2	ENSMUST00000192124.1	-21631	Gm37994	processed_pseudogene
ENSMUSG00000026688.5	chr1	167386853	167386868	16	*	chr1:167386852-167386868	0	+	Intron (ENSMUST00000028005.2/ENSMUSG00000026688.5, intron 1 of 5)	1	167371966	167393841	21876	2	ENSMUST00000028005.2	6973	Mgst3	protein_coding
ENSMUSG00000015843.10	chr1	167581073	167581091	19	*	chr1:167581072-167581091	0	-	Distal Intergenic	1	167598384	167639623	41240	1	ENSMUST00000015987.9	-17293	Rxrg	protein_coding
ENSMUSG00000026686.14	chr1	167673027	167673060	34	*	chr1:167673026-167673060	0	+	Distal Intergenic	1	167689237	167848741	159505	1	ENSMUST00000111377.7	-16177	Lmx1a	protein_coding
ENSMUSG00000026686.14	chr1	167688560	167688595	36	*	chr1:167688559-167688595	0	-	Promoter (<=1kb)	1	167689237	167848741	159505	1	ENSMUST00000111377.7	-642	Lmx1a	protein_coding
ENSMUSG00000026686.14	chr1	167689183	167689207	25	*	chr1:167689182-167689207	0	-	Promoter (<=1kb)	1	167689237	167848741	159505	1	ENSMUST00000111377.7	-30	Lmx1a	protein_coding
ENSMUSG00000026686.14	chr1	167803282	167803302	21	*	chr1:167803281-167803302	0	+	Intron (ENSMUST00000111377.7/ENSMUSG00000026686.14, intron 4 of 8)	1	167689557	167848741	159185	1	ENSMUST00000028003.8	113725	Lmx1a	protein_coding
ENSMUSG00000026686.14	chr1	167803395	167803413	19	*	chr1:167803394-167803413	0	-	Intron (ENSMUST00000111377.7/ENSMUSG00000026686.14, intron 4 of 8)	1	167689557	167848741	159185	1	ENSMUST00000028003.8	113838	Lmx1a	protein_coding
ENSMUSG00000093538.2	chr1	168101564	168101588	25	*	chr1:168101563-168101588	0	+	Intron (ENSMUST00000177351.2/ENSMUSG00000093538.2, intron 1 of 2)	1	168004139	168122465	118327	1	ENSMUST00000177351.2	97425	Gm20711	antisense
ENSMUSG00000052534.15	chr1	168431391	168431420	30	*	chr1:168431390-168431420	0	-	Promoter (<=1kb)	1	168158732	168431504	272773	2	ENSMUST00000064438.10	84	Pbx1	protein_coding
ENSMUSG00000052534.15	chr1	168431697	168431771	75	*	chr1:168431696-168431771	0	+	Promoter (<=1kb)	1	168158330	168431750	273421	2	ENSMUST00000176790.7	0	Pbx1	protein_coding
ENSMUSG00000098829.1	chr1	168907104	168907120	17	*	chr1:168907103-168907120	0	+	Distal Intergenic	1	169018974	169019089	116	2	ENSMUST00000184979.1	111969	Mir6354	miRNA
ENSMUSG00000098829.1	chr1	169181245	169181287	43	*	chr1:169181244-169181287	0	+	Distal Intergenic	1	169018974	169019089	116	2	ENSMUST00000184979.1	-162156	Mir6354	miRNA
ENSMUSG00000026683.14	chr1	169506318	169506352	35	*	chr1:169506317-169506352	0	+	Intron (ENSMUST00000111368.7/ENSMUSG00000026683.14, intron 11 of 13)	1	169510117	169531411	21295	2	ENSMUST00000192248.1	25059	Nuf2	protein_coding
ENSMUSG00000026683.14	chr1	169506370	169506384	15	*	chr1:169506369-169506384	0	+	Intron (ENSMUST00000111368.7/ENSMUSG00000026683.14, intron 11 of 13)	1	169510117	169531411	21295	2	ENSMUST00000192248.1	25027	Nuf2	protein_coding
ENSMUSG00000103110.1	chr1	169846049	169846073	25	*	chr1:169846048-169846073	0	-	Distal Intergenic	1	169853548	169853751	204	1	ENSMUST00000193654.1	-7475	Gm37586	unprocessed_pseudogene
ENSMUSG00000038473.14	chr1	170570373	170570395	23	*	chr1:170570372-170570395	0	-	Intron (ENSMUST00000160456.7/ENSMUSG00000038473.14, intron 1 of 9)	1	170317459	170589861	272403	2	ENSMUST00000160456.7	19466	Nos1ap	protein_coding
ENSMUSG00000038473.14	chr1	170589913	170589940	28	*	chr1:170589912-170589940	0	-	Promoter (<=1kb)	1	170317459	170589861	272403	2	ENSMUST00000160456.7	-52	Nos1ap	protein_coding
ENSMUSG00000104340.1	chr1	170988096	170988130	35	*	chr1:170988095-170988130	0	+	Distal Intergenic	1	170981944	170986466	4523	1	ENSMUST00000194503.1	6152	Gm10522	lincRNA
ENSMUSG00000099119.1	chr1	171064407	171064458	52	*	chr1:171064406-171064458	0	+	Promoter (<=1kb)	1	171064591	171064652	62	2	ENSMUST00000184460.1	194	Mir6546	miRNA
ENSMUSG00000026649.14	chr1	171102646	171102691	46	*	chr1:171102645-171102691	0	-	Distal Intergenic	1	171113918	171126829	12912	1	ENSMUST00000129651.7	-11227	Cfap126	protein_coding
ENSMUSG00000006411.12	chr1	171370150	171370172	23	*	chr1:171370149-171370172	0	-	Promoter (<=1kb)	1	171370099	171388287	18189	1	ENSMUST00000111286.8	51	Nectin4	protein_coding
ENSMUSG00000006411.12	chr1	171370481	171370504	24	*	chr1:171370480-171370504	0	+	Promoter (<=1kb)	1	171370355	171388285	17931	1	ENSMUST00000094325.4	126	Nectin4	protein_coding
ENSMUSG00000006411.12	chr1	171375729	171375753	25	*	chr1:171375728-171375753	0	+	Intron (ENSMUST00000111286.8/ENSMUSG00000006411.12, intron 2 of 9)	1	171370355	171388285	17931	1	ENSMUST00000094325.4	5374	Nectin4	protein_coding
ENSMUSG00000048865.16	chr1	171384483	171384521	39	*	chr1:171384482-171384521	0	+	Intron (ENSMUST00000111286.8/ENSMUSG00000006411.12, intron 5 of 9)	1	171388954	171410240	21287	1	ENSMUST00000056449.8	-4433	Arhgap30	protein_coding
ENSMUSG00000048865.16	chr1	171384541	171384563	23	*	chr1:171384540-171384563	0	+	Intron (ENSMUST00000111286.8/ENSMUSG00000006411.12, intron 5 of 9)	1	171388954	171410240	21287	1	ENSMUST00000056449.8	-4391	Arhgap30	protein_coding
ENSMUSG00000048865.16	chr1	171384884	171384911	28	*	chr1:171384883-171384911	0	+	Intron (ENSMUST00000111286.8/ENSMUSG00000006411.12, intron 6 of 9)	1	171388954	171410240	21287	1	ENSMUST00000056449.8	-4043	Arhgap30	protein_coding
ENSMUSG00000038235.4	chr1	171437997	171438028	32	*	chr1:171437996-171438028	0	-	Promoter (<=1kb)	1	171437535	171464603	27069	1	ENSMUST00000043839.4	462	F11r	protein_coding
ENSMUSG00000026556.15	chr1	172013186	172013213	28	*	chr1:172013185-172013213	0	+	5' UTR	1	172000960	172027295	26336	2	ENSMUST00000027837.12	14082	Vangl2	protein_coding
ENSMUSG00000007097.14	chr1	172297341	172297364	24	*	chr1:172297340-172297364	0	+	Promoter (<=1kb)	1	172271709	172298064	26356	2	ENSMUST00000085913.10	700	Atp1a2	protein_coding
ENSMUSG00000102413.1	chr1	172322567	172322597	31	*	chr1:172322566-172322597	0	-	Promoter (<=1kb)	1	172322994	172323661	668	1	ENSMUST00000192957.1	-397	Gm36937	antisense
ENSMUSG00000102413.1	chr1	172322927	172322952	26	*	chr1:172322926-172322952	0	-	Promoter (<=1kb)	1	172322994	172323661	668	1	ENSMUST00000192957.1	-42	Gm36937	antisense
ENSMUSG00000044708.5	chr1	172340858	172340879	22	*	chr1:172340857-172340879	0	-	Promoter (<=1kb)	1	172341210	172374085	32876	1	ENSMUST00000056136.3	-331	Kcnj10	protein_coding
ENSMUSG00000044708.5	chr1	172341177	172341200	24	*	chr1:172341176-172341200	0	-	Promoter (<=1kb)	1	172341210	172374085	32876	1	ENSMUST00000056136.3	-10	Kcnj10	protein_coding
ENSMUSG00000044708.5	chr1	172341248	172341310	63	*	chr1:172341247-172341310	0	-	Promoter (<=1kb)	1	172341210	172374085	32876	1	ENSMUST00000056136.3	38	Kcnj10	protein_coding
ENSMUSG00000037995.15	chr1	172482283	172482315	33	*	chr1:172482282-172482315	0	+	Promoter (<=1kb)	1	172482314	172498878	16565	1	ENSMUST00000111235.7	0	Igsf9	protein_coding
ENSMUSG00000026547.15	chr1	172494568	172494605	38	*	chr1:172494567-172494605	0	+	Intron (ENSMUST00000052629.12/ENSMUSG00000037995.15, intron 12 of 20)	1	172500047	172507380	7334	1	ENSMUST00000111230.7	-5442	Tagln2	protein_coding
